Latitude,Max Temp,Humidity,Cloudiness,Wind Speed
-5.79,297.15,83,2,3.1
48.94,294.82,83,0,2.6
16.57,299.15,83,75,2.1
18.47,300.15,83,90,6.2
28.41,303.15,83,1,1.5
38.73,295.15,83,20,1.48
-15.86,295.15,83,75,1.0
-34.42,285.93,83,29,0.89
-8.48,300.15,83,40,1.0
42.78,292.04,83,69,1.79
-14.8,285.94,83,0,1.26
18.73,298.15,83,90,5.1
54.23,284.72,83,100,1.9
-0.72,298.15,83,40,6.17
35.17,299.15,83,90,0.5
40.08,294.15,83,100,1.0
46.43,290.93,83,1,1.71
68.53,280.43,83,100,6.83
17.02,299.15,83,75,1.5
56.13,290.93,82,53,1.0
6.3,297.5,82,68,3.5
-13.7,289.26,82,4,4.6
50.63,289.37,82,0,1.71
5.78,289.05,82,36,1.14
49.69,287.15,82,40,0.87
53.41,291.15,82,88,4.1
59.7,291.48,82,29,3.0
-19.23,291.57,82,2,1.48
-12.04,289.15,82,90,4.1
37.65,300.15,81,0,1.11
8.0,298.71,81,99,0.89
14.51,296.72,81,100,0.62
60.72,281.15,81,100,4.1
63.11,288.71,81,0,3.1
45.92,288.71,81,68,1.22
32.9,302.0,81,83,1.98
47.91,285.15,81,20,1.0
23.57,301.32,81,100,5.72
3.3,299.66,81,31,0.34
71.69,277.63,81,100,4.27
-0.6,300.84,81,100,5.3
5.55,302.08,81,82,4.88
-34.2,283.71,81,0,3.1
60.92,281.15,81,84,4.1
11.0,301.26,81,99,2.0
63.83,284.15,81,0,3.6
-42.88,279.82,80,20,4.1
66.71,283.5,80,86,4.95
14.9,298.1,80,37,2.72
7.13,288.14,80,84,4.16
26.0,301.74,80,34,1.09
50.76,286.57,80,36,5.09
51.32,287.59,80,0,0.89
-53.15,274.15,80,100,7.2
-38.27,283.76,80,2,4.74
25.58,302.24,80,100,3.84
50.72,291.9,80,99,1.01
-13.2,290.42,80,26,1.48
17.33,304.15,79,75,2.6
-37.62,281.76,79,98,6.78
5.49,297.64,79,96,1.1
41.14,298.71,79,0,4.65
-34.58,287.59,79,93,4.47
-0.81,294.48,79,100,1.08
30.82,303.15,79,70,2.21
33.73,303.15,79,40,3.6
33.28,304.15,79,75,5.1
2.04,297.21,78,65,7.52
33.08,295.15,78,40,4.6
43.6,297.15,78,75,3.0
10.57,300.84,78,100,9.22
31.35,298.15,78,0,3.88
68.56,284.26,78,100,1.34
19.73,299.15,78,90,3.6
-7.91,296.78,78,32,4.39
-2.92,298.99,78,13,6.71
-9.08,300.61,78,46,3.27
48.77,299.15,78,90,2.1
-21.21,298.15,78,85,3.6
13.22,301.15,78,75,6.2
-3.7,301.15,78,40,2.1
38.52,295.32,78,14,2.46
48.84,293.15,78,68,2.68
34.69,298.15,78,1,4.1
65.42,278.59,77,48,9.18
12.22,302.34,77,100,3.83
-3.43,299.77,77,79,0.81
3.78,301.13,77,100,5.37
48.65,292.59,77,14,8.49
62.72,290.15,77,40,4.0
37.73,293.15,77,20,3.6
2.67,301.11,77,98,4.42
-39.48,279.84,77,100,3.68
55.74,288.15,77,75,9.3
47.67,292.59,77,20,8.7
-28.55,285.32,77,0,3.31
50.7,289.15,77,90,3.1
45.03,292.82,77,25,3.2
31.58,303.15,77,20,1.22
-3.33,300.62,77,47,1.68
-26.65,285.15,76,0,3.6
7.04,301.99,76,54,3.78
31.77,299.66,76,3,1.43
15.43,300.47,76,100,0.36
8.57,300.25,76,100,7.83
-34.73,285.51,76,3,6.85
3.07,301.45,75,79,7.73
63.05,285.83,75,95,2.09
-0.91,299.95,75,90,0.27
13.32,298.94,75,100,5.89
-22.96,284.26,75,0,2.6
-36.23,278.15,75,90,6.7
-45.87,278.15,75,69,4.1
22.03,301.15,74,75,2.6
61.13,290.67,74,18,3.21
1.0,297.73,74,84,0.97
4.8,302.05,74,73,3.06
-0.45,296.04,74,77,7.43
16.33,301.15,74,75,2.6
-16.48,298.46,74,0,8.29
-19.55,300.15,74,75,3.1
-25.4,287.65,74,22,2.33
41.37,299.82,74,1,3.6
39.05,294.89,74,22,2.1
31.6,303.15,74,75,8.2
18.8,303.07,74,0,4.33
31.21,298.05,74,0,2.3
-8.16,298.34,74,38,0.62
32.88,298.34,74,0,2.26
77.48,276.35,74,53,0.9
68.05,283.33,74,100,3.87
-23.12,294.25,74,19,9.88
28.12,296.15,73,40,12.3
-6.33,300.59,73,57,3.86
32.67,296.15,73,40,3.1
-9.8,298.98,73,44,9.77
28.96,296.15,73,20,9.3
46.72,296.15,73,20,2.1
44.5,297.59,73,84,3.1
62.67,289.79,73,85,1.56
46.42,294.15,73,100,1.3
32.08,298.15,73,20,3.6
59.24,288.26,73,100,6.44
31.67,295.15,73,0,6.2
32.65,296.15,73,40,1.5
28.66,297.15,73,75,7.7
41.31,298.15,73,40,7.7
-23.86,289.52,72,0,5.5
-30.18,290.04,72,3,4.42
43.41,300.93,72,1,10.8
43.37,300.93,72,1,10.8
-16.85,292.38,72,38,1.25
-28.77,290.15,72,40,9.8
64.75,288.15,72,75,3.0
50.84,290.15,72,0,2.0
58.96,291.16,72,91,0.66
-16.78,298.97,72,0,8.15
72.79,277.4,72,16,1.5
7.71,300.11,71,100,3.14
-24.79,286.92,71,5,2.26
64.38,285.15,71,75,6.0
-32.5,285.37,71,0,4.6
-36.72,283.15,71,75,5.1
19.93,301.49,71,100,1.07
17.25,300.93,71,100,0.89
-0.95,298.74,71,98,1.89
36.6,301.98,71,74,2.53
71.97,282.71,71,52,5.49
-28.78,291.37,71,0,4.19
5.89,301.97,71,61,6.12
18.22,302.15,70,20,4.1
-13.88,302.15,70,75,1.0
-2.57,301.62,70,87,1.4
60.47,286.74,70,100,4.05
22.29,303.71,70,20,1.5
-27.75,277.67,70,0,2.89
78.22,280.15,70,100,2.6
58.45,291.11,70,19,1.22
18.45,304.15,70,40,8.7
13.21,299.63,70,100,7.42
14.51,305.15,70,40,2.6
-16.7,299.15,69,0,7.5
14.76,297.15,69,75,6.2
-17.8,297.15,69,0,2.1
39.95,302.04,69,40,3.1
-21.2,297.15,69,20,3.1
42.1,298.15,69,90,2.1
-8.14,302.71,69,18,3.97
32.38,298.15,69,0,2.39
-1.83,298.15,69,20,6.7
-21.67,287.1,69,100,1.26
46.19,295.93,68,1,8.2
58.07,291.64,68,10,1.25
17.96,302.76,68,92,2.13
-9.66,300.23,68,13,1.97
-6.57,297.65,68,1,0.15
67.63,283.79,68,86,4.62
-8.11,299.96,68,0,0.8
11.74,300.5,68,13,6.3
-43.3,280.92,68,100,10.07
52.5,292.01,68,20,4.02
-3.67,302.25,67,52,1.98
-42.77,281.35,67,98,8.97
-4.85,296.45,67,60,0.93
-20.57,298.35,67,88,5.72
-8.93,293.69,67,64,0.64
66.04,288.15,67,40,7.7
-39.03,283.15,66,15,3.6
22.08,302.15,66,40,9.3
-0.87,302.24,66,42,2.0
42.47,303.71,66,1,4.6
45.02,303.15,66,75,1.5
-20.72,289.62,66,29,1.61
10.67,302.63,66,100,0.81
-10.45,302.89,66,65,4.36
30.37,304.15,66,1,1.5
44.04,296.65,66,1,3.51
70.63,279.93,66,99,5.03
44.65,295.93,66,76,2.61
-32.68,295.93,66,97,0.89
36.08,303.15,66,20,2.25
63.75,280.15,65,20,4.1
51.72,289.97,65,80,3.16
42.6,301.48,65,18,2.47
-3.75,296.78,65,0,2.57
-46.28,285.37,65,89,6.71
-15.53,301.15,65,40,3.1
65.58,283.59,65,60,3.8
43.59,303.15,65,75,1.5
51.12,300.15,65,47,2.1
21.44,303.15,65,90,8.2
15.0,302.46,64,100,2.89
34.64,294.26,64,11,6.7
37.85,296.15,64,0,2.1
59.57,288.99,64,100,2.75
53.32,293.85,64,46,1.15
42.73,286.09,64,95,0.95
-34.0,286.48,63,0,5.16
40.67,298.15,63,1,3.6
-0.95,302.42,63,100,0.63
54.72,290.25,63,100,5.97
59.12,287.67,63,100,2.89
-6.32,300.86,63,98,0.75
67.67,285.15,63,100,0.76
40.6,298.15,63,1,3.6
-2.02,302.79,63,100,1.04
-3.35,299.45,63,20,0.43
71.92,279.42,63,99,1.89
-2.67,302.58,62,47,1.72
66.15,279.8,62,87,1.54
-20.74,295.93,62,30,5.37
61.28,292.47,62,0,3.04
21.5,303.15,61,40,8.7
40.42,297.04,61,37,0.45
-34.05,286.65,61,9,5.79
30.48,296.76,60,0,6.15
48.88,297.15,60,20,3.1
-6.37,289.8,60,24,0.7
29.03,298.57,60,0,4.75
-6.13,293.73,60,78,0.36
15.17,290.31,60,69,1.91
60.82,293.15,60,75,4.6
-21.36,289.15,59,30,4.1
29.58,297.99,59,24,0.66
-22.09,288.57,59,29,3.02
57.26,290.68,59,5,1.72
35.55,306.15,59,75,4.6
64.86,292.59,59,75,2.1
-41.41,288.15,58,0,8.7
51.23,294.8,58,21,4.93
-15.79,285.5,58,0,1.2
-33.92,288.15,58,6,6.2
-2.59,300.63,58,51,1.8
-28.87,288.15,58,90,7.7
18.74,303.92,58,100,5.46
60.37,290.17,57,0,0.37
-19.06,299.15,57,0,4.1
42.25,298.15,57,75,2.6
62.46,293.15,56,75,6.7
48.93,294.15,56,40,3.1
-6.52,298.08,56,32,4.32
-24.83,279.65,56,0,4.13
-45.58,277.15,55,75,1.5
37.04,289.15,55,0,3.1
20.89,304.15,55,40,10.3
39.18,303.15,55,1,3.1
-22.28,300.15,54,74,3.1
-17.0,298.15,53,0,5.1
57.84,293.16,53,22,1.97
-16.92,299.26,53,3,5.1
40.43,296.15,53,20,3.1
-20.52,293.15,52,75,5.1
-20.41,293.15,52,75,5.1
25.68,304.15,52,40,6.7
-20.34,293.15,52,75,5.1
-19.31,292.07,52,0,3.58
36.13,306.15,52,75,4.6
48.01,289.91,51,65,0.46
21.35,303.15,51,75,4.6
21.32,303.15,51,75,4.6
36.62,289.22,51,33,1.22
-7.71,300.24,51,70,0.39
-6.75,294.53,51,30,0.85
29.64,307.5,50,15,4.35
-33.59,288.54,50,2,9.37
-12.23,299.15,50,0,7.7
36.62,297.15,50,1,3.1
34.17,289.19,49,51,2.41
27.98,299.06,49,0,8.75
36.1,297.89,49,0,2.46
14.4,300.08,48,20,2.24
53.22,292.15,48,75,7.7
-4.05,300.2,47,99,1.15
28.42,300.45,47,0,4.13
67.45,291.88,47,100,2.85
47.12,292.45,47,0,3.68
37.03,298.15,47,0,1.5
11.47,304.13,46,0,4.31
51.67,296.11,46,80,1.84
21.43,302.91,45,61,1.69
35.6,294.53,45,100,0.03
40.81,296.79,45,0,1.44
-17.73,303.15,45,20,8.2
57.79,291.15,45,40,9.3
7.77,303.15,45,40,10.3
37.5,300.37,44,0,1.34
47.57,297.15,44,1,4.6
-7.6,298.59,44,0,3.49
65.28,296.15,43,20,2.1
-25.24,286.15,43,0,2.6
-8.74,291.37,43,17,1.6
-33.02,290.38,42,0,11.14
-11.78,287.59,42,0,2.27
-9.2,292.36,41,100,1.33
58.52,296.15,40,20,3.1
22.93,303.34,39,32,1.07
-4.71,297.61,39,0,1.27
65.75,296.36,39,60,2.76
-21.25,297.52,38,0,2.03
45.44,293.15,38,0,5.24
-19.11,293.43,38,0,1.38
-7.02,298.31,38,0,1.98
-20.73,289.15,38,0,3.6
37.34,307.04,37,20,5.7
39.49,295.37,37,0,1.37
-18.37,286.71,37,5,0.53
-20.02,295.37,37,0,3.1
36.13,295.54,36,0,0.42
-23.08,287.21,36,0,2.15
28.72,311.48,36,0,5.36
-20.46,280.53,35,0,3.01
20.52,307.65,35,42,7.06
-25.05,292.61,35,0,6.53
44.53,298.15,35,1,6.2
22.89,305.15,35,5,1.5
58.81,295.15,35,75,2.1
-17.93,287.84,34,2,2.02
-9.66,292.14,33,2,2.58
45.52,302.04,32,1,4.1
19.75,304.61,32,100,7.27
-17.35,289.15,31,20,1.5
-15.23,296.85,31,0,1.06
27.04,304.19,31,6,8.94
39.73,311.15,30,20,4.1
32.22,309.15,28,40,5.7
44.06,301.15,28,1,5.1
36.2,311.15,27,1,3.6
35.57,298.9,27,0,2.18
30.15,299.66,26,0,3.49
46.13,297.15,25,1,4.1
38.44,301.69,25,0,2.45
-22.45,282.15,23,0,1.0
32.83,295.18,22,0,2.85
35.5,312.04,21,1,4.6
33.6,307.15,18,0,2.1
32.19,303.47,18,11,2.36
42.8,302.2,16,84,4.66
20.2,307.31,13,15,4.06
22.68,310.32,13,0,2.16
37.47,300.15,12,40,5.1
41.53,303.15,9,1,10.8
37.1,312.04,6,1,6.7
